year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2017,,,,,,,,,,29.854742780563658,118.97673730913922,86.27524860626647
2018,3.7140567308094674,-9.707341739151188,-12.257492080139798,33.80406933461928,-18.947633087202533,0.0,26.120525466382773,-16.283023593213443,-9.515488172273601,-10.856300866275914,-3.50152301219665,-24.95952329034906
2019,-6.857925699620537,10.39575840457243,20.544482566903334,67.23802812784388,173.4174781464223,42.693400906967426,-19.938846485312478,-23.5092740187416,-2.7379831656876075,11.82689706713862,-14.178715193472524,-9.74006295593135
2020,58.68778259879497,-2.4145205278217063,0.0,59.79646633644573,4.8908783566103065,-16.03772061952522,43.33562333211436,-1.0177785847263587,-2.9579333159593935,48.13252319770884,80.54258996223291,98.25524244041914
2021,7.748237575669004,62.14183958048627,84.93969980791876,-2.4179212509164882,-6.296300751883621,-17.07580433770415,48.47271205033334,29.919635591666726,-10.84431333874064,49.46509962365035,2.83415867665886,0.0
2022,0.0,-15.44166641362673,-9.768896175116948,-9.741105344919198,0.0,-5.5737439673480775,17.316346544984885,-14.64825085292527,-8.588134891785327,-6.397497197182755,-15.381104723729067,-8.395940698388294
2023,72.62266471106898,7.65853419382605,25.77965103787696,6.000254870193644,-14.803456152590833,19.339558999409135,-7.587711768939154,-15.050371789500804,0.11487450441056701,62.81594067229215,14.5627114069671,24.20892871337741
2024,-5.214573140468993,109.43474723871809,34.02491181053611,-19.700330481126915,4.39419476144669,-0.29816135425330126,-2.5930849407285073,-11.974959339388425,1.841083048599379,28.539207564658888,80.30212748683007,11.41256126076482
2025,12.306053315478538,-7.039350964770275,-5.5666036934738266,3.1128729324436444,17.41826931959789,-13.249011327683558,19.056069767962548,-11.728853513908854,0.6475616009771201,0.7209082270515088,0.0,
