Rank,Strategy,Combined_Score,Median_Monthly_%,Positive_Months_%,Total_Return_x,Benchmark_x,Outperformance_%,CAGR_%,MDD_%,Sharpe
43,SMA25_RSI45_85,0.0,0.0,47.368421052631575,13.240467497335052,252.02972995313297,-1803.4805984294721,39.261553208916,-55.40390391148545,0.8869897717753346
44,SMA26_RSI30_70,0.0,0.0,45.26315789473684,1.476401559900326,252.02972995313297,-16970.5407524866,5.12173092112751,-52.32874453582757,0.08153183297954102
45,SMA26_RSI30_75,0.0,-0.519900881540547,40.0,2.8190388494098793,252.02972995313297,-8840.271610868058,14.210031547765457,-56.31111775333719,0.40463445649985214
46,SMA26_RSI30_80,0.0,0.0,46.31578947368421,7.826607722630553,252.02972995313297,-3120.1656053923807,30.184327265003287,-56.40744463737044,0.7923106532988334
47,SMA26_RSI30_85,0.0,0.0,47.368421052631575,13.427341435834006,252.02972995313297,-1776.9890611445437,39.51200131035195,-55.351644753617435,0.9027036737020943
48,SMA26_RSI35_70,0.0,0.0,45.26315789473684,1.4296433413336436,252.02972995313297,-17528.853481598206,4.688900508671678,-52.061664097429485,0.06629489227284634
49,SMA26_RSI35_75,0.0,-0.519900881540547,40.0,2.729758779374198,252.02972995313297,-9132.674031765959,13.739780776319277,-56.066348747152226,0.39086240280968343
50,SMA26_RSI35_80,0.0,0.0,46.31578947368421,7.578735975221156,252.02972995313297,-3225.4850251697603,29.64830359442965,-56.163215307058564,0.7803437966177612
51,SMA26_RSI35_85,0.0,0.0,47.368421052631575,13.002092247077673,252.02972995313297,-1838.3782637734992,38.93757167966976,-55.10150025507533,0.8912801742094536
52,SMA26_RSI40_70,0.0,0.0,46.31578947368421,1.49825272855015,252.02972995313297,-16721.576570530968,5.319917994311618,-51.644617278898,0.0868408336456237
53,SMA26_RSI40_75,0.0,-0.3645268116420519,42.10526315789473,2.8607614369510586,252.02972995313297,-8709.882805947676,14.425352886963205,-55.684141289665256,0.4117114888535357
54,SMA26_RSI40_80,0.0,0.0,47.368421052631575,7.9424437728950394,252.02972995313297,-3073.201311329744,30.4297651071032,-55.78185055489029,0.8003683433874009
55,SMA26_RSI40_85,0.0,0.0,48.421052631578945,13.626069959429547,252.02972995313297,-1749.6142372931438,39.77502471161709,-54.710898951902955,0.9107950340894744
56,SMA26_RSI45_70,0.0,0.0,47.368421052631575,1.4223815779659508,252.02972995313297,-17618.85504264919,4.620576023637346,-53.97670243941112,0.05415161041096976
