Rank,Strategy,Combined_Score,Median_Monthly_%,Positive_Months_%,Total_Return_x,Benchmark_x,Outperformance_%,CAGR_%,MDD_%,Sharpe
57,SMA26_RSI45_75,0.0,-0.010750347306387464,44.21052631578947,2.7050428566059868,252.02972995313297,-9217.032790724592,13.607229748383132,-55.357178124516196,0.3886251345658989
58,SMA26_RSI45_80,0.0,0.0,48.421052631578945,7.510116192968028,252.02972995313297,-3255.869915689411,29.497212957588935,-55.45560829037488,0.7870646480156998
59,SMA26_RSI45_85,0.0,0.0,48.421052631578945,12.884368032677434,252.02972995313297,-1856.0891874085964,38.77565543700254,-54.3767551881043,0.8994900324419952
60,SMA27_RSI30_70,0.0,0.0,46.31578947368421,1.6816986848496032,252.02972995313297,-14886.616343561709,6.891105084017246,-44.065185125721605,0.1487981521104131
61,SMA27_RSI30_75,0.0,-0.16203189507820737,42.10526315789473,3.197685375543631,252.02972995313297,-7781.630002773052,16.070376639748616,-48.18188657731724,0.46462106694806393
62,SMA27_RSI30_80,0.0,0.0,48.421052631578945,8.877858870235691,252.02972995313297,-2738.857134777161,32.30487456718387,-48.19450563101773,0.8452044583707448
63,SMA27_RSI30_85,0.0,0.0,47.368421052631575,15.230869681269308,252.02972995313297,-1554.7297378761982,41.7844852891512,-46.93979058902164,0.9533592532392622
64,SMA27_RSI35_70,0.0,0.0,46.31578947368421,1.6423522604740335,252.02972995313297,-15245.656106710592,6.567162302465124,-43.75180770922866,0.1376090216060027
65,SMA27_RSI35_75,0.0,-0.16203189507820737,42.10526315789473,3.1228696627532266,252.02972995313297,-7970.453050254268,15.718615278174774,-47.89157317325162,0.4545769332799776
66,SMA27_RSI35_80,0.0,0.0,48.421052631578945,8.670145083097925,252.02972995313297,-2806.868657186073,31.903913149051743,-47.904262925790604,0.8365319398790118
67,SMA27_RSI35_85,0.0,0.0,47.368421052631575,14.874515557021493,252.02972995313297,-1594.3726939339729,41.35479508705808,-46.64251828408676,0.9450912638211341
68,SMA27_RSI40_70,0.0,0.0,47.368421052631575,1.714254962895739,252.02972995313297,-14601.997976275448,7.154186115106254,-43.49040797809571,0.15676344922175822
69,SMA27_RSI40_75,0.0,0.0,44.21052631578947,3.2595898862197212,252.02972995313297,-7631.946003962544,16.356049749230152,-47.64941199068659,0.47404805366263814
70,SMA27_RSI40_80,0.0,0.0,49.473684210526315,9.049726782387635,252.02972995313297,-2684.9429713571826,32.630504120661506,-47.66216071575021,0.8552578952736235
71,SMA27_RSI40_85,0.0,0.0,48.421052631578945,15.52572656181222,252.02972995313297,-1523.3039333118018,42.13344611758474,-46.394552424092936,0.9633403334126581
72,SMA27_RSI45_70,0.0,0.0,49.473684210526315,1.694563172874169,252.02972995313297,-14772.843573347714,6.995586726299452,-44.67982624314066,0.14642237748231812
73,SMA27_RSI45_75,0.0,0.0,47.368421052631575,3.209273837426246,252.02972995313297,-7753.169991727918,16.12421901193826,-47.4953315333583,0.4699965381506574
74,SMA27_RSI45_80,0.0,0.0,49.473684210526315,8.910032369825082,252.02972995313297,-2728.606221529145,32.36624774874137,-47.508117781006824,0.8575014417131271
75,SMA27_RSI45_85,0.0,0.0,49.473684210526315,15.286066591537718,252.02972995313297,-1548.7546252916054,41.850255843608444,-46.23677861119298,0.9666469440984468
76,SMA28_RSI30_70,0.0,0.0,46.31578947368421,2.120668548146443,252.02972995313297,-11784.447014287922,10.11709659088551,-39.823200931659606,0.25680994801272644
77,SMA28_RSI30_75,0.0,0.0,44.21052631578947,4.016259882407135,252.02972995313297,-6175.234604641162,19.51204935386035,-43.29848584716765,0.564163770906197
78,SMA28_RSI30_85,0.0,0.0,48.421052631578945,18.681396635447157,252.02972995313297,-1249.0946896064358,45.5453507108676,-41.544286736328374,1.039451615688132
79,SMA28_RSI35_70,0.0,0.0,46.31578947368421,2.0710516189028056,252.02972995313297,-12069.166989988033,9.783377161770623,-39.823200931659606,0.24565334581132806
80,SMA28_RSI35_75,0.0,0.0,44.21052631578947,3.922292118051115,252.02972995313297,-6325.572659242933,19.149857704085036,-42.98081296210698,0.5541455846203028
81,SMA28_RSI35_85,0.0,0.0,48.421052631578945,18.24431110605431,252.02972995313297,-1281.4154367796204,45.10426287933844,-41.21678586870259,1.0311992766778693
