Strategy,Total_Return_x,CAGR_%,MDD_%,Sharpe_Ratio,Benchmark_Return_x,Benchmark_CAGR_%,Benchmark_MDD_%,Outperformance_%,Buy_Hold_Return_x
Momentum_20,141.89252470999983,85.11388580896318,-59.97217898937146,1.5670734672035795,95.93905823808178,76.32600960617005,-51.2216209662671,47.89860075328258,36.141832484960524
