Rank,Strategy,Return_x,Benchmark_x,Gap_%,CAGR_%,MDD_%,Sharpe
65,Price>2%_SMA25+ROC20>0,162.2044705707132,252.02972995313297,-35.64073944733565,92.0155561437119,-35.37959675271264,1.6005221811789803
66,Price>EMA30,162.1022434260577,252.02972995313297,-35.681300989291245,92.00003738644924,-43.158839822137246,1.4514561119683123
67,Price>1%_SMA35+ROC15>0,161.6316428347687,252.02972995313297,-35.86802522669629,91.92848687153104,-37.991242835799795,1.6714240691524893
68,Trend_SMA30+ROC18>2%,161.44827925576897,252.02972995313297,-35.94077996838245,91.90055894037114,-49.70910135266703,1.641627332262647
69,EMA10>SMA32+ROC20>0,160.05329657990598,252.02972995313297,-36.494279222665824,91.68718033047554,-45.56200998961318,1.509099755926472
70,Trend_SMA30+ROC20>2%,159.79324614321354,252.02972995313297,-36.59746166734836,91.64722344815573,-43.96381491446946,1.5400812275753895
71,Price>SMA27,159.19620259056768,252.02972995313297,-36.83435576423007,91.55527248174312,-46.59500727021154,1.5011642366696292
72,Price>EMA29,156.57838344933688,252.02972995313297,-37.87305034272983,91.14851758587707,-43.158839822137246,1.4383959218735267
73,Price>SMA22,154.2532637635483,252.02972995313297,-38.79560804503779,90.78223990124073,-54.84066041642337,1.4955444699072595
74,Price>2%_SMA28+ROC20>0,154.20758415072805,252.02972995313297,-38.81373273724324,90.77499587794202,-43.04272500186094,1.5492856640199733
75,Trend_SMA32+ROC20>2%,153.28709534612727,252.02972995313297,-39.17896298399705,90.62862160049478,-45.209885866970936,1.5437789148177878
76,Price>EMA28,152.1109072950071,252.02972995313297,-39.64564921634705,90.44046728674509,-43.519970158958046,1.4241096608758241
77,Trend_SMA35+ROC20>2%,151.92128144098314,252.02972995313297,-39.72088869466545,90.41001426984204,-40.89039963252229,1.5192292951965254
78,EMA8>SMA32+ROC20>0,151.35551518877713,252.02972995313297,-39.94537262848992,90.31895753962812,-45.998202101427175,1.4893154659402341
79,EMA8>SMA30+ROC20>0,149.1015617116535,252.02972995313297,-40.83969310311916,89.95322562759394,-49.51555427875541,1.4989046052867587
80,Price>1%_SMA25+ROC20>0,144.40848319937018,252.02972995313297,-42.70180616143019,89.17598359627914,-45.05586352591898,1.4872112614779065
81,Trend_SMA32+ROC18>2%,144.21137532589674,252.02972995313297,-42.78001434484969,89.14286029775751,-47.61071118559413,1.663871939422785
82,Price>SMA23,144.1838540865012,252.02972995313297,-42.790934183315045,89.13823230865736,-55.0807113092609,1.462901931658512
83,Trend_SMA35+ROC15>0%,141.0560655710978,252.02972995313297,-44.031973689243586,88.60717527505156,-46.44559547318326,1.6087041432634956
84,Price>0%_SMA35+ROC15>0,141.0560655710978,252.02972995313297,-44.031973689243586,88.60717527505156,-46.44559547318326,1.6087041432634956
85,Trend_SMA25+ROC18>0%,140.53117423025054,252.02972995313297,-44.240239333516925,88.51705154866114,-59.49479842811864,1.5525202992657863
86,Trend_SMA25+ROC20>0%,139.62590129596032,252.02972995313297,-44.599432248756955,88.36092456767166,-54.39954702333951,1.4395720225977513
87,Price>0%_SMA25+ROC20>0,139.62590129596032,252.02972995313297,-44.599432248756955,88.36092456767166,-54.39954702333951,1.4395720225977513
88,Price>SMA26,139.25143620144118,252.02972995313297,-44.74801197964378,88.29608468746932,-52.633647903368676,1.4562481377168988
89,Trend_SMA25+ROC12>3%,139.13405368714442,252.02972995313297,-44.7945868477431,88.27572821967331,-40.560075575526255,1.6566122126561769
90,Trend_SMA28+ROC20>2%,137.25604624514534,252.02972995313297,-45.53973998596545,87.94799131471933,-44.776993633707455,1.4887990205184591
91,Price>1%_SMA30+ROC15>0,133.56357956218093,252.02972995313297,-47.00483169703106,87.29204263115187,-39.614862891807945,1.582011272563505
92,Price>SMA25,131.68239859292368,252.02972995313297,-47.75124402291304,86.95175879323587,-54.25143164270374,1.417974300023181
93,Trend_SMA35+ROC18>2%,129.159646048365,252.02972995313297,-48.75221821156443,86.48870704550436,-43.48049872943937,1.6212754247516314
94,DualMom_ROC15&20+SMA32,128.48323057926294,252.02972995313297,-49.020605385263295,86.36321085878136,-42.0976139201786,1.5693993623519
95,DualMom_ROC5&30+SMA30,128.4297127566085,252.02972995313297,-49.041840111287236,86.35325706097076,-27.859445733445593,1.6682449556193568
96,DualMom_ROC15&20+SMA30,127.39821020792118,252.02972995313297,-49.45111823449879,86.16069753993796,-43.71849528618114,1.5464669927353958
97,Price>1%_SMA32+ROC15>0,126.98042821434083,252.02972995313297,-49.61688518336551,86.08231960827031,-45.116766105414044,1.5885253586748629
98,DualMom_ROC5&30+SMA32,126.7499603008896,252.02972995313297,-49.708329916292094,86.03898644283632,-28.119062254226275,1.662662296281208
99,DualMom_ROC5&30+SMA28,126.59981814985947,252.02972995313297,-49.76790310674786,86.01071936625222,-29.86161663627917,1.663257983802726
100,Trend_SMA30+ROC12>3%,125.94283497094621,252.02972995313297,-50.02857996381367,85.88668518107256,-38.31558123618558,1.637386514246481
101,EMA15>SMA32+ROC20>0,125.4039293854238,252.02972995313297,-50.24240616027971,85.78452145273181,-43.3996271962733,1.4472675347049115
102,Trend_SMA28+ROC18>2%,125.07858385968642,252.02972995313297,-50.37149629809712,85.72265821395871,-50.67591767554506,1.5731542023512504
103,Trend_SMA25+ROC20>2%,124.84764805495688,252.02972995313297,-50.463126680263734,85.67866144640671,-47.74189948224794,1.4331494578090378
104,Trend_SMA30+ROC18>3%,124.68207140627952,252.02972995313297,-50.528823948878895,85.6470728960181,-48.42930483175365,1.576200172525268
