Strategy,Total_Return_x,CAGR_%,MDD_%,Sharpe_Ratio,Num_Trades,Benchmark_Strategy,Benchmark_Return_x,Benchmark_CAGR_%,Benchmark_MDD_%,Outperformance_%,Return_Diff_x,MDD_Improvement_%p,Buy_Hold_Return_x
SMA31,267.6668453291324,100.3534261449583,-44.90124714239774,1.7734370735443241,176,SMA30,252.02972995313297,98.85967212338151,-42.38178986922939,6.204472535405747,15.637115375999429,2.5194572731683564,36.141832484960524
